trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
184,False,"{'a': 0.2, 'e': 0.15881742610692068}",25,8,16.304148199663427,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
185,False,"{'a': 0.2, 'e': 0.1572371663136276}",25,0,29.20776981256145,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
186,False,"{'a': 0.2, 'e': 0.1556726303679973}",20,7,10.977449449869567,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
187,False,"{'a': 0.2, 'e': 0.1541236618151314}",25,10,26.58965756684423,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.2, 'e': 0.15259010575688386}",30,0,-19.05490618395538,"{0: 28, 1: 0, 2: 0, 3: 1, 4: 1}",0
189,False,"{'a': 0.2, 'e': 0.15107180883637084}",30,3,-10.351383613919314,"{0: 25, 1: 1, 2: 0, 3: 0, 4: 1}",1
190,False,"{'a': 0.2, 'e': 0.14956861922263504}",20,4,-11.87375853081234,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
191,False,"{'a': 0.2, 'e': 0.14808038659546244}",20,6,27.930927730139626,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.2, 'e': 0.14660696213035015}",20,0,-37.134611090411106,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
193,False,"{'a': 0.2, 'e': 0.14514819848362373}",30,4,1.0647949013577782,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 1}",1
194,False,"{'a': 0.2, 'e': 0.14370394977770293}",30,11,-36.164772290722084,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 1}",1
195,False,"{'a': 0.2, 'e': 0.1422740715865136}",30,18,22.76941153570363,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.2, 'e': 0.140858420921045}",25,9,-38.97225708027722,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 1}",1
197,False,"{'a': 0.2, 'e': 0.13945685621505094}",20,6,11.953178975676874,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
198,False,"{'a': 0.2, 'e': 0.13806923731089282}",20,9,-24.878736319906515,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
199,False,"{'a': 0.2, 'e': 0.13669542544552385}",20,7,-2.8426306163777735,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
200,False,"{'a': 0.2, 'e': 0.1353352832366127}",35,12,42.518765775503965,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.2, 'e': 0.13398867466880493}",25,12,-41.67730219734203,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 1}",1
202,False,"{'a': 0.2, 'e': 0.13265546508012172}",20,8,18.6088560120843,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.2, 'e': 0.13133552114849303}",20,14,10.219117182887757,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.2, 'e': 0.1300287108784259}",20,4,26.723925969923354,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.2, 'e': 0.12873490358780423}",30,16,0.5135170248844299,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
206,False,"{'a': 0.2, 'e': 0.12745396989482075}",30,15,-19.212867172705714,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
207,False,"{'a': 0.2, 'e': 0.12618578170503877}",25,18,-10.976896099509048,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
208,False,"{'a': 0.2, 'e': 0.12493021219858241}",30,16,25.268384746010362,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.2, 'e': 0.12368713581745483}",30,14,-14.62673143034123,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
210,False,"{'a': 0.2, 'e': 0.1224564282529819}",20,12,-0.7874446202037948,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
211,False,"{'a': 0.2, 'e': 0.12123796643338168}",30,0,26.530039806692475,"{0: 28, 1: 2, 2: 0, 3: 0, 4: 0}",0
212,False,"{'a': 0.2, 'e': 0.12003162851145673}",30,0,11.324908194755672,"{0: 28, 1: 0, 2: 1, 3: 1, 4: 0}",1
213,False,"{'a': 0.2, 'e': 0.11883729385240965}",20,6,-9.368048351113742,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
214,False,"{'a': 0.2, 'e': 0.11765484302177918}",30,13,-12.473631396807114,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
215,False,"{'a': 0.2, 'e': 0.11648415777349697}",30,18,-12.949719651040152,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
216,False,"{'a': 0.2, 'e': 0.11532512103806251}",20,0,30.775930915535252,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.2, 'e': 0.1141776169108365}",30,11,-23.28351753641768,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 1}",1
218,False,"{'a': 0.2, 'e': 0.11304153064044985}",25,13,-17.940299421798404,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
219,False,"{'a': 0.2, 'e': 0.11191674861732888}",30,10,21.84038266771236,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
220,False,"{'a': 0.2, 'e': 0.11080315836233387}",20,3,-23.73533150851383,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 1}",1
221,False,"{'a': 0.2, 'e': 0.10970064851551141}",25,17,2.6715343924547734,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
222,False,"{'a': 0.2, 'e': 0.10860910882495796}",25,2,18.128253580634848,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 0}",1
223,False,"{'a': 0.2, 'e': 0.10752843013579495}",25,4,37.60035511454981,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.2, 'e': 0.1064585043792528}",20,14,-2.4508444889712386,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
225,False,"{'a': 0.2, 'e': 0.10539922456186433}",35,18,29.88266937910994,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.2, 'e': 0.104350484754765}",25,8,6.295403969634804,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
227,False,"{'a': 0.2, 'e': 0.1033121800831002}",25,8,22.349321936926682,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.2, 'e': 0.10228420671553744}",30,4,-1.2733172694043366,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 1}",1
229,False,"{'a': 0.2, 'e': 0.1012664618538834}",30,8,-7.035689786615067,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
230,False,"{'a': 0.2, 'e': 0.1002588437228037}",20,10,19.079154255005538,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.2, 'e': 0.09926125155964566}",20,10,17.217723144202434,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.2, 'e': 0.09827358560436154}",25,0,8.222450490259083,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
233,False,"{'a': 0.2, 'e': 0.09729574708953276}",20,8,9.228793202250717,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
234,False,"{'a': 0.2, 'e': 0.09632763823049303}",20,0,6.854870126411718,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
235,False,"{'a': 0.2, 'e': 0.09536916221554961}",25,18,6.796907522494609,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.2, 'e': 0.09442022319630235}",30,10,-42.06145077149514,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 1}",1
237,False,"{'a': 0.2, 'e': 0.09348072627805847}",20,6,-25.506146553196476,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
238,False,"{'a': 0.2, 'e': 0.09255057751034329}",20,0,26.73464005059447,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
239,False,"{'a': 0.2, 'e': 0.09162968387750484}",20,12,16.62637823026607,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.2, 'e': 0.09071795328941251}",25,3,25.17806773934077,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
241,False,"{'a': 0.2, 'e': 0.08981529457224763}",20,0,-15.719685975899267,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
242,False,"{'a': 0.2, 'e': 0.08892161745938634}",25,17,14.554030799341199,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.2, 'e': 0.08803683258237255}",25,16,-23.87515857872271,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
244,False,"{'a': 0.2, 'e': 0.0871608514619813}",20,4,0.927889437410997,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
245,False,"{'a': 0.2, 'e': 0.0862935864993705}",25,13,8.960803763408475,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
246,False,"{'a': 0.2, 'e': 0.08543495096732123}",20,0,24.140061144491227,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
247,False,"{'a': 0.2, 'e': 0.08458485900156469}",30,0,30.755808897571686,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
248,False,"{'a': 0.2, 'e': 0.08374322559219596}",20,9,17.429032585425116,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.2, 'e': 0.08290996657517266}",20,4,16.262528506040333,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
250,False,"{'a': 0.2, 'e': 0.0820849986238988}",20,0,3.3915610782651644,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
251,False,"{'a': 0.2, 'e': 0.08126823924089167}",20,16,8.176864939776426,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.2, 'e': 0.08045960674953244}",30,16,22.42239032956821,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.2, 'e': 0.07965902028589801}",30,2,-7.151766613602201,"{0: 26, 1: 0, 2: 1, 3: 0, 4: 1}",1
254,False,"{'a': 0.2, 'e': 0.07886639979067495}",20,0,15.216536622260724,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
255,False,"{'a': 0.2, 'e': 0.07808166600115313}",20,1,33.05605977980615,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.2, 'e': 0.07730474044329974}",20,5,-12.021047179637689,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
257,False,"{'a': 0.2, 'e': 0.07653554542391151}",30,20,15.027731902126611,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.2, 'e': 0.07577400402284548}",30,16,24.561428232611828,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.2, 'e': 0.07502004008532698}",20,0,16.76678792904009,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
260,False,"{'a': 0.2, 'e': 0.07427357821433388}",25,15,20.47906682918625,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.2, 'e': 0.0735345437630571}",20,0,24.202301155069023,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
262,False,"{'a': 0.2, 'e': 0.07280286282743559}",35,7,-20.661850168824618,"{0: 25, 1: 1, 2: 0, 3: 1, 4: 1}",1
263,False,"{'a': 0.2, 'e': 0.0720784622387661}",20,15,8.3745008578398,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.2, 'e': 0.07136126955638605}",20,0,30.73699323154518,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
265,False,"{'a': 0.2, 'e': 0.0706512130604296}",20,8,15.55094734945736,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.2, 'e': 0.06994822174465536}",20,7,14.019777557586787,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.2, 'e': 0.069252225309346}",25,0,38.70857947961983,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
268,False,"{'a': 0.2, 'e': 0.06856315415427791}",25,9,27.30400254924119,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.2, 'e': 0.06788093937176144}",35,10,28.23237025248727,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",1
270,False,"{'a': 0.2, 'e': 0.06720551273974976}",30,21,14.430666131569735,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.2, 'e': 0.06653680671501686}",30,0,44.76475409212359,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
272,False,"{'a': 0.2, 'e': 0.06587475442640295}",25,6,28.877569096120766,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.2, 'e': 0.06521928966812753}",20,3,-2.9011523450364067,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
274,False,"{'a': 0.2, 'e': 0.06457034689316847}",30,17,18.135102398852627,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.2, 'e': 0.06392786120670757}",20,8,22.966074834870042,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.2, 'e': 0.0632917683596407}",20,0,28.083863939148262,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
277,False,"{'a': 0.2, 'e': 0.06266200474215315}",20,5,26.552970338131978,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.2, 'e': 0.06203850737735829}",25,8,18.02772594161302,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.2, 'e': 0.06142121391500013}",25,11,15.54701055997505,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
280,False,"{'a': 0.2, 'e': 0.06081006262521795}",20,12,16.452992647982146,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.2, 'e': 0.06020499239237354}",20,6,0.09493320866090693,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
282,False,"{'a': 0.2, 'e': 0.05960594270893937}",30,19,-19.973501067800985,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
283,False,"{'a': 0.2, 'e': 0.05901285366944784}",20,8,-34.89713941205526,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
284,False,"{'a': 0.2, 'e': 0.05842566596450083}",20,12,15.315962669733036,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.2, 'e': 0.057844320874838456}",30,18,21.07874292935957,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.2, 'e': 0.05726876026546736}",25,7,36.321838928558776,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.2, 'e': 0.0566989265798469}",20,16,7.271175551882855,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.2, 'e': 0.056134762834133725}",25,15,21.303699092548925,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.2, 'e': 0.05557621261148306}",35,6,45.14129585945238,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.2, 'e': 0.05502322005640723}",30,7,39.759672521473526,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.2, 'e': 0.05447572986918986}",20,14,10.505170413990367,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.2, 'e': 0.05393368730035602}",25,5,-21.401471487703546,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
293,False,"{'a': 0.2, 'e': 0.053397038145197084}",20,6,23.2253987225774,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.2, 'e': 0.05286572873835037}",30,19,22.441337395045146,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.2, 'e': 0.05233970594843238}",20,12,16.128661640153634,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.2, 'e': 0.05181891717272583}",20,0,27.351893811766704,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
297,False,"{'a': 0.2, 'e': 0.05130331033191911}",30,0,38.49667362671874,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
298,False,"{'a': 0.2, 'e': 0.0507928338648985}",25,15,15.096605896517143,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.2, 'e': 0.050287436723591865}",30,20,6.424276528553405,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
300,False,"{'a': 0.2, 'e': 0.049787068367863944}",25,8,-11.138082568339604,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
301,False,"{'a': 0.2, 'e': 0.04929167876046215}",20,12,10.998200108307568,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.2, 'e': 0.04880121836201296}",20,9,18.243688672127234,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.2, 'e': 0.04831563812606777}",20,15,7.0764124822922,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.2, 'e': 0.04783488949419837}",20,0,10.130116928684387,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
305,False,"{'a': 0.2, 'e': 0.04735892439114091}",20,12,12.39869044176587,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.2, 'e': 0.046887695219988486}",20,13,-10.076716630996975,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
307,False,"{'a': 0.2, 'e': 0.04642115485743125}",25,12,21.447232253644476,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.2, 'e': 0.045959256649044204}",25,13,1.4432796796001242,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
309,False,"{'a': 0.2, 'e': 0.04550195440462157}",30,15,27.04722585709098,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.2, 'e': 0.0450492023935578}",25,8,28.791838198686467,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.2, 'e': 0.044600955340274535}",35,0,0.642897263364735,"{0: 33, 1: 0, 2: 1, 3: 0, 4: 1}",0
312,False,"{'a': 0.2, 'e': 0.04415716841969286}",20,14,10.783268082745547,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.2, 'e': 0.04371779725275094}",25,9,27.36493672541399,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.2, 'e': 0.043282797901965896}",20,14,10.785954287377292,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.2, 'e': 0.04285212686704019}",25,4,39.33815707272128,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.2, 'e': 0.042425741080511385}",25,17,14.779461209814382,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.2, 'e': 0.04200359790344555}",20,15,8.085221641644448,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.2, 'e': 0.04158565512117316}",25,10,15.535013968175765,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
319,False,"{'a': 0.2, 'e': 0.04117187093906774}",25,20,10.252823726487877,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.2, 'e': 0.04076220397836621}",20,0,-12.354649054638896,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
321,False,"{'a': 0.2, 'e': 0.04035661327203115}",20,11,-24.753178552679792,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
322,False,"{'a': 0.2, 'e': 0.039955058260653896}",20,4,24.29875998182632,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.2, 'e': 0.039557498788398725}",25,11,27.451684629767605,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.2, 'e': 0.039163895098987066}",30,0,20.074017797605357,"{0: 29, 1: 0, 2: 0, 3: 1, 4: 0}",0
325,False,"{'a': 0.2, 'e': 0.03877420783172201}",25,15,-24.773411473611553,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
326,False,"{'a': 0.2, 'e': 0.038388398017552054}",30,17,25.96425350647659,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.2, 'e': 0.038006427075174314}",20,9,9.424916605925844,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
328,False,"{'a': 0.2, 'e': 0.0376282568071762}",25,10,-5.948369656863781,"{0: 13, 1: 1, 2: 0, 3: 1, 4: 0}",1
329,False,"{'a': 0.2, 'e': 0.03725384939621581}",20,0,16.791930399271685,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
330,False,"{'a': 0.2, 'e': 0.036883167401239994}",20,10,-5.338563722078666,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
331,False,"{'a': 0.2, 'e': 0.0365161737537404}",20,9,20.6995959335748,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.2, 'e': 0.03615283175404641}",20,3,29.497487324951276,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.2, 'e': 0.0357931050676553}",20,11,17.684550146642174,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.2, 'e': 0.03543695772159864}",20,13,10.013878446156873,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.2, 'e': 0.035084354100845025}",20,9,21.92490661854655,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.2, 'e': 0.03473525894473856}",20,10,4.941986047593333,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
337,False,"{'a': 0.2, 'e': 0.03438963734347271}",35,0,56.041455709370034,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.2, 'e': 0.034047454734599344}",25,0,30.497941510215387,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
339,False,"{'a': 0.2, 'e': 0.033708676899572396}",35,13,37.477737128122264,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.2, 'e': 0.03337326996032608}",25,5,34.078782289500374,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.2, 'e': 0.03304120037588693}",20,6,22.69125525692565,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.2, 'e': 0.03271243493901982}",20,7,24.87885514017063,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.2, 'e': 0.03238694077290704}",35,15,-8.478095958551423,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
344,False,"{'a': 0.2, 'e': 0.03206468532786077}",30,0,42.53074007320784,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
345,False,"{'a': 0.2, 'e': 0.03174563637806794}",30,16,24.64797323622742,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.2, 'e': 0.03142976201836771}",20,0,28.892760428060562,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
347,False,"{'a': 0.2, 'e': 0.03111703066106086}",20,13,14.40313013892439,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.2, 'e': 0.030807411032751076}",30,18,22.18896096250951,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.2, 'e': 0.030500872171217483}",30,20,16.736509542251724,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.2, 'e': 0.0301973834223185}",30,24,10.664275422813098,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.2, 'e': 0.029896914436926308}",20,0,35.890500874464784,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
352,False,"{'a': 0.2, 'e': 0.029599435167892}",20,1,28.75349093406186,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.2, 'e': 0.029304915867040746}",20,0,18.86060977405943,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
354,False,"{'a': 0.2, 'e': 0.029013327082197053}",20,12,12.495825791882343,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.2, 'e': 0.028724639654239423}",20,16,7.461687293504935,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.2, 'e': 0.028438824714184505}",20,16,5.872568551028198,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.2, 'e': 0.028155853680300096}",20,12,16.448774159355082,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.2, 'e': 0.027875698255247015}",30,18,19.02531789802087,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.2, 'e': 0.027598330423249287}",25,11,18.425070643997522,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.2, 'e': 0.02732372244729256}",30,0,45.94890733593288,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
361,False,"{'a': 0.2, 'e': 0.027051846866350416}",20,0,7.310862258146013,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
362,False,"{'a': 0.2, 'e': 0.026782676492638175}",25,16,13.206341504045481,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.2, 'e': 0.02651618440889418}",35,18,26.78598155336131,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.2, 'e': 0.02625234396568796}",25,12,22.53028272103063,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.2, 'e': 0.025991128778755347}",20,12,18.430653318384806,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.2, 'e': 0.02573251272635994}",25,8,29.837461078726363,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.2, 'e': 0.025476469946681016}",25,9,24.750530721094297,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
368,False,"{'a': 0.2, 'e': 0.025222974835227212}",25,15,18.62739455402983,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
